Trip ID,Subscription (Y or N),ADA/Non,Anchor,RequestTime,PCAs,Companions,ServiceAnimal,PickHouseNumber,PickAddress1,Pickcity,pickzip,DropHouseNumber,DropAddress1,Dropcity,DropZip,PickFullAddress,DropFullAddress,PickGeo,DropGeo
2255,N,ADA,A,8:00 AM,0,0,N,425,HIGH ST,MEDFORD,2155,783,Albany St,SOUTH END,2118,"425 HIGH ST, MEDFORD, 2155","783 Albany St, SOUTH END, 2118","42.4213165,-71.1306828","42.3334568,-71.0741987"
2256,N,ADA,A,10:30 AM,0,0,N,59,PASADENA RD,DORCHESTER,2121,103,ADAMS ST,MILTON,2186,"59 PASADENA RD, DORCHESTER, 2121","103 ADAMS ST, MILTON, 2186","42.3058719,-71.08402989999999","42.2667185,-71.0665904"
2257,N,ADA,A,10:30 AM,1,0,N,355,CHARLES ST,MALDEN,2148,1673,Beacon St,BROOKLINE,2445,"355 CHARLES ST, MALDEN, 2148","1673 Beacon St, BROOKLINE, 2445","42.4233916,-71.0819236","42.3384875,-71.1376923"
2260,N,ADA,A,10:00 AM,0,0,N,35,PHILLIPS ST,SALEM,1970,234,HIGHLAND AVE,SALEM,1970,"35 PHILLIPS ST, SALEM, 1970","234 HIGHLAND AVE, SALEM, 1970","42.5256894,-70.9118235","42.5048869,-70.922045"
2261,N,ADA,P,11:00 AM,0,0,N,231,HIGHLAND AVE,SALEM,1970,32,PHILLIPS ST,SALEM,1970,"231 HIGHLAND AVE, SALEM, 1970","32 PHILLIPS ST, SALEM, 1970","42.5047972,-70.9191002","42.5261905,-70.91221759999999"
2262,N,ADA,A,11:30 AM,0,0,N,22,BELCHER ST,WINTHROP,2152,40,HARVARD ST,WINTHROP,2152,"22 BELCHER ST, WINTHROP, 2152","40 HARVARD ST, WINTHROP, 2152","42.3784257,-70.9848418","42.3819279,-70.9795273"
2263,N,ADA,P,2:30 PM,0,0,N,41,HARVARD ST,WINTHROP,2152,23,BELCHER ST,WINTHROP,2152,"41 HARVARD ST, WINTHROP, 2152","23 BELCHER ST, WINTHROP, 2152","42.3815429,-70.9797863","42.3783404,-70.9848674"
2264,N,ADA,A,9:55 AM,0,0,Y,95,SIDNEY ST,CAMBRIDGE,2139,201,Friend St,BOSTON,2114,"95 SIDNEY ST, CAMBRIDGE, 2139","201 Friend St, BOSTON, 2114","42.360353,-71.102473","42.3641957,-71.0604907"
2265,N,ADA,P,11:15 AM,0,0,Y,200,Friend St,BOSTON,2114,94,SIDNEY ST,CAMBRIDGE,2139,"200 Friend St, BOSTON, 2114","94 SIDNEY ST, CAMBRIDGE, 2139","42.3639716,-71.0604697","42.36043069999999,-71.1023613"
2266,N,ADA,A,8:15 AM,0,0,N,65,STONE RD,WALTHAM,2453,337,Forest St,WALTHAM,2452,"65 STONE RD, WALTHAM, 2453","337 Forest St, WALTHAM, 2452","42.3760473,-71.2074505","42.3954735,-71.2182225"
2267,Y,ADA,P,5:00 PM,1,0,N,876,WINTER ST,WALTHAM,2451,68,JACQUELINE RD,WALTHAM,2452,"876 WINTER ST, WALTHAM, 2451","68 JACQUELINE RD, WALTHAM, 2452","42.4002381,-71.2752304","42.4074943,-71.2330121"
2268,Y,ADA,P,6:18 PM,0,0,N,15,CAUSEWAY ST,BOSTON,2114,27,MOUNTAIN AVE,DORCHESTER,2124,"15 CAUSEWAY ST, BOSTON, 2114","27 MOUNTAIN AVE, DORCHESTER, 2124","42.36419,-71.0633272","37.4031114,-122.0599726"
2269,Y,ADA,A,7:00 AM,0,0,N,24,MOUNTAIN AVE,DORCHESTER,2124,12,CAUSEWAY ST,BOSTON,2114,"24 MOUNTAIN AVE, DORCHESTER, 2124","12 CAUSEWAY ST, BOSTON, 2114","42.285774,-71.085249","42.3644487,-71.0629986"
2270,N,ADA,P,8:00 AM,0,0,N,34,CHUBBUCK ST,QUINCY,2169,71,NEWPORT AVE,QUINCY,2171,"34 CHUBBUCK ST, QUINCY, 2169","71 NEWPORT AVE, QUINCY, 2171","42.2434313,-70.9797569","42.2724402,-71.0274199"
2271,N,ADA,P,3:30 PM,0,0,N,70,NEWPORT AVE,QUINCY,2171,33,CHUBBUCK ST,QUINCY,2169,"70 NEWPORT AVE, QUINCY, 2171","33 CHUBBUCK ST, QUINCY, 2169","42.2725896,-71.0272358","42.2432993,-70.9796712"
2272,N,ADA,P,8:30 AM,0,0,N,244,MAIN ST,WINTHROP,2152,202,Boylston St,CHESTNUT HILL,2467,"244 MAIN ST, WINTHROP, 2152","202 Boylston St, CHESTNUT HILL, 2467","42.3818651,-70.98509489999999","42.3189836,-71.1764999"
2273,N,ADA,P,1:30 PM,0,0,N,202,Boylston St,CHESTNUT HILL,2467,627,Mass Ave,CAMBRIDGE,2139,"202 Boylston St, CHESTNUT HILL, 2467","627 Mass Ave, CAMBRIDGE, 2139","42.3189836,-71.1764999","42.365594,-71.10289999999999"
2274,N,ADA,P,6:00 PM,0,0,N,632,Mass Ave,CAMBRIDGE,2139,249,MAIN ST,WINTHROP,2152,"632 Mass Ave, CAMBRIDGE, 2139","249 MAIN ST, WINTHROP, 2152","42.3647385,-71.1035741","42.3818406,-70.98482469999999"
2275,N,ADA,A,11:45 AM,0,0,N,305,BROAD ST,WEYMOUTH,2188,481,N Franklin St,HOLBROOK,2343,"305 BROAD ST, WEYMOUTH, 2188","481 N Franklin St, HOLBROOK, 2343","42.2171314,-70.95088299999999","42.1681452,-71.0068963"
2276,N,ADA,P,10:05 PM,0,0,N,481,N Franklin St,HOLBROOK,2343,305,BROAD ST,WEYMOUTH,2188,"481 N Franklin St, HOLBROOK, 2343","305 BROAD ST, WEYMOUTH, 2188","42.1681452,-71.0068963","42.2171314,-70.95088299999999"
2277,Y,ADA,A,9:00 AM,0,0,N,40,BANKS ST,WALTHAM,2451,26,Summer Ave,WALTHAM,2452,"40 BANKS ST, WALTHAM, 2451","26 Summer Ave, WALTHAM, 2452","42.3776303,-71.2495568","42.3804476,-71.2341927"
2278,N,ADA,A,10:15 AM,0,0,N,138,LONGMEADOW DR,HOLBROOK,2343,19,PARKMAN ST,BOSTON,2114,"138 LONGMEADOW DR, HOLBROOK, 2343","19 PARKMAN ST, BOSTON, 2114","42.1480787,-71.0140322","42.36219,-71.06731839999999"
2279,N,ADA,P,1:30 PM,0,0,N,18,PARKMAN ST,BOSTON,2114,137,LONGMEADOW DR,HOLBROOK,2343,"18 PARKMAN ST, BOSTON, 2114","137 LONGMEADOW DR, HOLBROOK, 2343","42.36219,-71.0673123","42.1483152,-71.0143884"
2280,N,ADA,P,5:45 PM,0,0,N,327,HAMMOND POND PKWY,CHESTNUT HILL,2467,167,Stanton Ave,NEWTON,2466,"327 HAMMOND POND PKWY, CHESTNUT HILL, 2467","167 Stanton Ave, NEWTON, 2466","42.3220665,-71.1730513","42.3343987,-71.24307139999999"
2281,N,ADA,A,11:00 AM,0,0,N,162,Stanton Ave,NEWTON,2466,322,HAMMOND POND PKWY,CHESTNUT HILL,2467,"162 Stanton Ave, NEWTON, 2466","322 HAMMOND POND PKWY, CHESTNUT HILL, 2467","42.33439389999999,-71.2431757","42.3216842,-71.1724567"
2282,N,ADA,P,10:00 AM,1,0,N,33,FRUIT ST,BOSTON,2114,24,TAYLOR ST,MALDEN,2148,"33 FRUIT ST, BOSTON, 2114","24 TAYLOR ST, MALDEN, 2148","42.3624263,-71.0697137","42.4237342,-71.0433559"
2283,N,ADA,P,7:15 AM,1,0,N,29,TAYLOR ST,MALDEN,2148,38,FRUIT ST,BOSTON,2114,"29 TAYLOR ST, MALDEN, 2148","38 FRUIT ST, BOSTON, 2114","42.4236705,-71.0437235","42.3624241,-71.0695786"
2284,N,ADA,P,11:30 AM,1,0,N,414,W BROADWAY,SOUTH BOSTON,2127,59,FAVRE ST,MATTAPAN,2126,"414 W BROADWAY, SOUTH BOSTON, 2127","59 FAVRE ST, MATTAPAN, 2126","42.3369844,-71.0478297","42.2722594,-71.0987292"
2285,N,ADA,A,9:45 AM,1,0,N,61,FAVRE ST,MATTAPAN,2126,416,W BROADWAY,SOUTH BOSTON,2127,"61 FAVRE ST, MATTAPAN, 2126","416 W BROADWAY, SOUTH BOSTON, 2127","42.2723217,-71.0986731","42.3369691,-71.0473275"
2286,N,ADA,A,9:15 AM,0,0,N,11,GROVERS AVE,WINTHROP,2152,55,STANIFORD ST,BOSTON,2114,"11 GROVERS AVE, WINTHROP, 2152","55 STANIFORD ST, BOSTON, 2114","42.3836759,-70.973497","42.3628959,-71.0636411"
2287,N,ADA,P,11:30 AM,0,0,N,55,STANIFORD ST,BOSTON,2114,11,GROVERS AVE,WINTHROP,2152,"55 STANIFORD ST, BOSTON, 2114","11 GROVERS AVE, WINTHROP, 2152","42.3628959,-71.0636411","42.3836759,-70.973497"
2288,N,ADA,P,2:45 PM,0,0,N,169,Boston St,LYNN,1904,37,Howard St,LYNN,1902,"169 Boston St, LYNN, 1904","37 Howard St, LYNN, 1902","42.4712511,-70.95947869999999","42.4666745,-70.9368413"
2289,Y,ADA,P,4:50 PM,0,0,N,60,WHEELER ST,CAMBRIDGE,2138,59,WORCESTER ST,BELMONT,2478,"60 WHEELER ST, CAMBRIDGE, 2138","59 WORCESTER ST, BELMONT, 2478","42.38988579999999,-71.1441605","42.3787267,-71.16199639999999"
2290,N,ADA,P,5:25 PM,1,0,N,104,CUMMINGS CTR,BEVERLY,1915,34,HOLDEN ST,MALDEN,2148,"104 CUMMINGS CTR, BEVERLY, 1915","34 HOLDEN ST, MALDEN, 2148","42.55980419999999,-70.8854638","42.4269355,-71.06384489999999"
2291,N,ADA,A,6:30 AM,0,0,N,37,PLEASANT ST,DORCHESTER,2125,2228,DORCHESTER AVE,DORCHESTER,2124,"37 PLEASANT ST, DORCHESTER, 2125","2228 DORCHESTER AVE, DORCHESTER, 2124","42.3163006,-71.0598651","42.2773344,-71.0654249"
2292,N,Non-ADA,P,4:00 PM,0,0,N,201,Canton St,WESTWOOD,2090,1304,HIGHLAND GLEN RD,WESTWOOD,2090,"201 Canton St, WESTWOOD, 2090","1304 HIGHLAND GLEN RD, WESTWOOD, 2090","42.21716,-71.167093","42.2134756,-71.2318809"
2293,N,Non-ADA,A,10:30 AM,0,0,N,13,Wilson Ter,PEABODY,1960,484,MAPLE ST,DANVERS,1923,"13 Wilson Ter, PEABODY, 1960","484 MAPLE ST, DANVERS, 1923","42.53377709999999,-70.9267239","42.5852414,-70.969235"
2294,N,Non-ADA,P,11:45 AM,0,0,N,485,MAPLE ST,DANVERS,1923,14,Wilson Ter,PEABODY,1960,"485 MAPLE ST, DANVERS, 1923","14 Wilson Ter, PEABODY, 1960","42.5860869,-70.96844829999999","42.5340648,-70.9269245"
2295,N,ADA,A,9:30 AM,0,0,N,127,RIVERSIDE AVE,MEDFORD,2155,6,GOVERNORS AVE,MEDFORD,2155,"127 RIVERSIDE AVE, MEDFORD, 2155","6 GOVERNORS AVE, MEDFORD, 2155","42.41631150000001,-71.10400360000001","42.4190453,-71.1116447"
2296,N,ADA,P,10:30 AM,0,0,N,3,GOVERNORS AVE,MEDFORD,2155,124,RIVERSIDE AVE,MEDFORD,2155,"3 GOVERNORS AVE, MEDFORD, 2155","124 RIVERSIDE AVE, MEDFORD, 2155","42.4188554,-71.1112078","42.41663459999999,-71.1048445"
2297,Y,ADA,A,6:00 PM,0,0,N,144,Riverside St,WATERTOWN,2472,334,GROVE ST,NEWTON,2462,"144 Riverside St, WATERTOWN, 2472","334 GROVE ST, NEWTON, 2462","42.3618856,-71.17755559999999","42.3340712,-71.2521926"
2298,Y,ADA,P,7:30 AM,0,0,N,333,GROVE ST,NEWTON,2462,143,Riverside St,WATERTOWN,2472,"333 GROVE ST, NEWTON, 2462","143 Riverside St, WATERTOWN, 2472","42.3375722,-71.2516781","42.3618926,-71.1775859"
2299,Y,ADA,A,7:30 AM,0,0,N,9,LORD TER,WOBURN,1801,323,MAIN ST,STONEHAM,2180,"9 LORD TER, WOBURN, 1801","323 MAIN ST, STONEHAM, 2180","42.5087388,-71.1591414","42.4812066,-71.1004224"
2300,Y,ADA,P,1:30 PM,0,0,N,326,MAIN ST,STONEHAM,2180,12,LORD TER,WOBURN,1801,"326 MAIN ST, STONEHAM, 2180","12 LORD TER, WOBURN, 1801","42.4810281,-71.099459","42.5087288,-71.1593965"
2301,Y,ADA,A,8:30 AM,0,0,N,53,CLARENDON AVE,SOMERVILLE,2144,23,Bradston St,SOUTH END,2118,"53 CLARENDON AVE, SOMERVILLE, 2144","23 Bradston St, SOUTH END, 2118","42.4021601,-71.1295418","42.3331375,-71.0706074"
2302,Y,ADA,P,2:30 PM,0,0,N,26,Bradston St,SOUTH END,2118,56,CLARENDON AVE,SOMERVILLE,2144,"26 Bradston St, SOUTH END, 2118","56 CLARENDON AVE, SOMERVILLE, 2144","42.33417050000001,-71.06784859999999","42.4018727,-71.1292692"
2303,N,Non-ADA,P,9:30 PM,0,0,N,65,LOWELL ST,PEABODY,1960,19,BARR RD,PEABODY,1960,"65 LOWELL ST, PEABODY, 1960","19 BARR RD, PEABODY, 1960","42.5272523,-70.93056299999999","42.5391453,-71.01641339999999"
2304,N,ADA,A,11:18 AM,0,0,N,58,PERCIVAL ST,DORCHESTER,2122,1342,Boylston St,BOSTON,2215,"58 PERCIVAL ST, DORCHESTER, 2122","1342 Boylston St, BOSTON, 2215","42.3056359,-71.0631689","42.3441438,-71.0993632"
2305,N,ADA,P,2:15 PM,0,0,N,1345,Boylston St,BOSTON,2215,61,PERCIVAL ST,DORCHESTER,2122,"1345 Boylston St, BOSTON, 2215","61 PERCIVAL ST, DORCHESTER, 2122","42.344318,-71.0993999","42.305637,-71.0633711"
2306,N,ADA,A,4:20 PM,1,0,N,22,ARNOLD TER,BURLINGTON,1803,45,BURLINGTON MALL RD,BURLINGTON,1803,"22 ARNOLD TER, BURLINGTON, 1803","45 BURLINGTON MALL RD, BURLINGTON, 1803","42.5181762,-71.2186838","42.4858758,-71.2064984"
2307,N,ADA,P,6:00 PM,0,0,N,46,BURLINGTON MALL RD,BURLINGTON,1803,23,ARNOLD TER,BURLINGTON,1803,"46 BURLINGTON MALL RD, BURLINGTON, 1803","23 ARNOLD TER, BURLINGTON, 1803","42.4866811,-71.2056855","42.519601,-71.2210659"
2308,N,ADA,A,10:00 AM,0,0,N,162,STANTON AVE,AUBURNDALE,2466,270,Newbury St,BOSTON,2116,"162 STANTON AVE, AUBURNDALE, 2466","270 Newbury St, BOSTON, 2116","42.33439389999999,-71.2431757","42.3491437,-71.0833516"
2309,N,ADA,P,10:45 AM,0,0,N,269,Newbury St,BOSTON,2116,851,BOYLSTON ST,CHESTNUT HILL,2467,"269 Newbury St, BOSTON, 2116","851 BOYLSTON ST, CHESTNUT HILL, 2467","42.3495455,-71.0835907","42.3257374,-71.1553042"
2310,N,ADA,P,2:00 PM,0,0,N,855,BOYLSTON ST,CHESTNUT HILL,2467,165,STANTON AVE,AUBURNDALE,2466,"855 BOYLSTON ST, CHESTNUT HILL, 2467","165 STANTON AVE, AUBURNDALE, 2466","42.3257374,-71.1553042","42.33440299999999,-71.2429756"
2311,N,ADA,P,1:45 PM,0,0,N,12,Pearl St,BRAINTREE,2184,27,OAK ST E,BRAINTREE,2184,"12 Pearl St, BRAINTREE, 2184","27 OAK ST E, BRAINTREE, 2184","42.2025924,-71.00444089999999","42.2232097,-70.9799415"
2312,N,ADA,A,12:00 PM,0,0,N,31,OAK ST E,BRAINTREE,2184,16,Pearl St,BRAINTREE,2184,"31 OAK ST E, BRAINTREE, 2184","16 Pearl St, BRAINTREE, 2184","42.2233214,-70.9799748","42.202534,-71.004447"
2313,N,ADA,A,9:45 AM,0,0,N,426,REVERE BEACH BLVD,REVERE,2151,1499,CAMBRIDGE ST,CAMBRIDGE,2139,"426 REVERE BEACH BLVD, REVERE, 2151","1499 CAMBRIDGE ST, CAMBRIDGE, 2139","42.4245546,-70.9828722","42.3742258,-71.1047233"
2314,N,ADA,P,12:00 PM,0,0,N,1498,CAMBRIDGE ST,CAMBRIDGE,2139,260,Squire Rd,REVERE,2151,"1498 CAMBRIDGE ST, CAMBRIDGE, 2139","260 Squire Rd, REVERE, 2151","42.3740763,-71.10467009999999","42.4254718,-71.0122952"
2315,N,ADA,P,3:00 PM,0,0,N,278,Squire Rd,REVERE,2151,423,REVERE BEACH BLVD,REVERE,2151,"278 Squire Rd, REVERE, 2151","423 REVERE BEACH BLVD, REVERE, 2151","42.4257327,-71.0126216","42.423067,-70.98404140000001"
2316,N,ADA,P,11:00 AM,0,0,N,36,Washington St,BRIGHTON,2135,31,West St,BOSTON,2111,"36 Washington St, BRIGHTON, 2135","31 West St, BOSTON, 2111","42.3432418,-71.1420048","42.3548992,-71.0624273"
2317,N,ADA,P,1:00 PM,0,0,N,32,West St,BOSTON,2111,97,WASHINGTON ST,BRIGHTON,2135,"32 West St, BOSTON, 2111","97 WASHINGTON ST, BRIGHTON, 2135","42.3548293,-71.0626579","42.3445669,-71.1439142"
2318,N,ADA,A,10:15 AM,0,0,N,67,MAIN ST,EVERETT,2149,644,BROADWAY,SOMERVILLE,2145,"67 MAIN ST, EVERETT, 2149","644 BROADWAY, SOMERVILLE, 2145","42.4036107,-71.0606753","42.3992586,-71.11024429999999"
2319,N,ADA,P,2:45 PM,0,0,N,647,BROADWAY,SOMERVILLE,2145,70,MAIN ST,EVERETT,2149,"647 BROADWAY, SOMERVILLE, 2145","70 MAIN ST, EVERETT, 2149","42.39952479999999,-71.1104715","42.4033566,-71.0615613"
2320,N,ADA,A,9:00 AM,0,0,N,14,6TH ST,MEDFORD,2155,90,HIGH ST,MEDFORD,2155,"14 6TH ST, MEDFORD, 2155","90 HIGH ST, MEDFORD, 2155","42.4074868,-71.07807670000001","42.4189355,-71.11257669999999"
2321,N,ADA,P,11:00 AM,0,0,N,85,HIGH ST,MEDFORD,2155,9,6TH ST,MEDFORD,2155,"85 HIGH ST, MEDFORD, 2155","9 6TH ST, MEDFORD, 2155","42.4191043,-71.1121986","42.4076588,-71.077749"
2322,N,ADA,P,1:30 PM,0,0,N,379,Main St,WAKEFIELD,1880,17,FOSTER ST,WAKEFIELD,1880,"379 Main St, WAKEFIELD, 1880","17 FOSTER ST, WAKEFIELD, 1880","42.50363400000001,-71.070573","42.5025621,-71.0710208"
2323,N,ADA,A,12:00 PM,0,0,N,17,FOSTER ST,WAKEFIELD,1880,379,Main St,WAKEFIELD,1880,"17 FOSTER ST, WAKEFIELD, 1880","379 Main St, WAKEFIELD, 1880","42.5025621,-71.0710208","42.50363400000001,-71.070573"
2324,N,ADA,A,1:45 PM,0,0,N,36,NORTHAMPTON ST,BOSTON,2118,676,MASS AVE,CAMBRIDGE,2139,"36 NORTHAMPTON ST, BOSTON, 2118","676 MASS AVE, CAMBRIDGE, 2139","42.333773,-71.075503","42.3657266,-71.1042504"
2325,N,ADA,P,4:00 PM,0,0,N,881,MASS AVE,CAMBRIDGE,2139,41,NORTHAMPTON ST,BOSTON,2118,"881 MASS AVE, CAMBRIDGE, 2139","41 NORTHAMPTON ST, BOSTON, 2118","42.3680333,-71.1077517","42.3344858,-71.075772"
2326,N,ADA,A,11:00 AM,0,0,N,37,ROCKINGHAM AVE,WEST ROXBURY,2132,102,Marginal St,E BOSTON,2128,"37 ROCKINGHAM AVE, WEST ROXBURY, 2132","102 Marginal St, E BOSTON, 2128","42.2647621,-71.15673269999999","42.3661288,-71.03738419999999"
2327,N,ADA,A,2:00 PM,0,0,N,101,Marginal St,E BOSTON,2128,336,BROOKLINE AVE,BOSTON,2215,"101 Marginal St, E BOSTON, 2128","336 BROOKLINE AVE, BOSTON, 2215","42.3658796,-71.0372067","42.3398629,-71.1062587"
2328,N,ADA,P,3:15 PM,0,0,N,331,BROOKLINE AVE,BOSTON,2215,31,ROCKINGHAM AVE,WEST ROXBURY,2132,"331 BROOKLINE AVE, BOSTON, 2215","31 ROCKINGHAM AVE, WEST ROXBURY, 2132","42.34064600000001,-71.1057111","42.264726,-71.156784"
2329,N,ADA,A,3:30 PM,0,0,N,657,HUNTINGTON AVE,FENWAY,2115,14,WALDEN ST,WINTHROP,2152,"657 HUNTINGTON AVE, FENWAY, 2115","14 WALDEN ST, WINTHROP, 2152","42.335539,-71.1018417","42.3798338,-70.9871371"
2330,N,Non-ADA,A,12:45 PM,0,0,N,804,FOXWOOD CIR,PEABODY,1960,37,FRUIT ST,BOSTON,2114,"804 FOXWOOD CIR, PEABODY, 1960","37 FRUIT ST, BOSTON, 2114","42.5340798,-70.999997","42.3624291,-71.06977169999999"
2331,N,Non-ADA,P,2:30 PM,0,0,N,40,FRUIT ST,BOSTON,2114,807,FOXWOOD CIR,PEABODY,1960,"40 FRUIT ST, BOSTON, 2114","807 FOXWOOD CIR, PEABODY, 1960","42.3624242,-71.0696151","42.533375,-70.998257"
2332,Y,ADA,A,6:30 AM,0,0,N,25,BLACKSTONE RD,WEYMOUTH,2191,122,WINTER ST,WEYMOUTH,2188,"25 BLACKSTONE RD, WEYMOUTH, 2191","122 WINTER ST, WEYMOUTH, 2188","42.2450141,-70.9479671","42.2011712,-70.9519579"
2333,N,ADA,A,9:30 AM,0,0,N,42,NICHOLS ST,CHELSEA,2150,9,River St,MATTAPAN,2126,"42 NICHOLS ST, CHELSEA, 2150","9 River St, MATTAPAN, 2126","42.405912,-71.036703","42.2724303,-71.0698872"
2334,N,ADA,P,3:15 PM,0,0,N,5,River St,MATTAPAN,2126,38,NICHOLS ST,CHELSEA,2150,"5 River St, MATTAPAN, 2126","38 NICHOLS ST, CHELSEA, 2150","42.2723727,-71.0696619","42.40603429999999,-71.0362214"
2336,N,ADA,P,2:45 PM,0,0,N,2007,WASHINGTON ST,NEWTON,2462,366,Broadway,CAMBRIDGE,2139,"2007 WASHINGTON ST, NEWTON, 2462","366 Broadway, CAMBRIDGE, 2139","42.33175869999999,-71.2471774","42.3705882,-71.1045024"
2337,N,ADA,P,7:30 PM,0,0,N,16,Porter St,EAST BOSTON,2128,55,KEAYNE ST,REVERE,2151,"16 Porter St, EAST BOSTON, 2128","55 KEAYNE ST, REVERE, 2151","42.3747656,-71.0380278","42.4258162,-71.01744409999999"
2338,N,ADA,A,10:30 AM,1,0,N,21,WADE AVE,WOBURN,1801,304,OCEAN AVE,REVERE,2151,"21 WADE AVE, WOBURN, 1801","304 OCEAN AVE, REVERE, 2151","42.482344,-71.1474746","42.40804989999999,-70.9923731"
2339,N,ADA,A,12:30 PM,1,0,N,305,OCEAN AVE,REVERE,2151,20,PARKMAN ST,BOSTON,2114,"305 OCEAN AVE, REVERE, 2151","20 PARKMAN ST, BOSTON, 2114","42.4074183,-70.9920066","42.36219,-71.0673123"
2340,N,ADA,P,1:30 PM,0,0,N,17,PARKMAN ST,BOSTON,2114,19,WADE AVE,WOBURN,1801,"17 PARKMAN ST, BOSTON, 2114","19 WADE AVE, WOBURN, 1801","42.36219029999999,-71.06728269999999","42.4825494,-71.14758909999999"
2341,N,ADA,A,8:30 AM,0,0,N,62,NORFOLK ST,NEEDHAM,2492,73,WELLS AVE,NEWTON,2459,"62 NORFOLK ST, NEEDHAM, 2492","73 WELLS AVE, NEWTON, 2459","42.2726762,-71.2315363","42.2927273,-71.19946670000002"
2342,N,ADA,P,4:40 PM,0,0,N,76,WELLS AVE,NEWTON,2459,65,NORFOLK ST,NEEDHAM,2492,"76 WELLS AVE, NEWTON, 2459","65 NORFOLK ST, NEEDHAM, 2492","42.29317229999999,-71.20018019999999","42.2730573,-71.2327218"
2343,N,ADA,A,10:30 AM,0,0,N,89,COLUMBIA ST,CAMBRIDGE,2139,47,SEAVERNS AVE,JAMAICA PLAIN,2130,"89 COLUMBIA ST, CAMBRIDGE, 2139","47 SEAVERNS AVE, JAMAICA PLAIN, 2130","42.3656342,-71.0988394","42.3117416,-71.111536"
2344,N,ADA,P,4:00 PM,0,0,N,47,SEAVERNS AVE,JAMAICA PLAIN,2130,89,COLUMBIA ST,CAMBRIDGE,2139,"47 SEAVERNS AVE, JAMAICA PLAIN, 2130","89 COLUMBIA ST, CAMBRIDGE, 2139","42.3117416,-71.111536","42.3656342,-71.0988394"
2345,N,ADA,A,4:30 PM,0,0,N,382,FERRY ST,EVERETT,2149,791,SALEM ST,MALDEN,2148,"382 FERRY ST, EVERETT, 2149","791 SALEM ST, MALDEN, 2148","42.416026,-71.0491262","42.4339014,-71.0427074"
2346,N,ADA,P,9:30 PM,0,0,N,791,SALEM ST,MALDEN,2148,382,FERRY ST,EVERETT,2149,"791 SALEM ST, MALDEN, 2148","382 FERRY ST, EVERETT, 2149","42.4339014,-71.0427074","42.416026,-71.0491262"
2347,Y,ADA,A,8:30 AM,1,0,N,31,WILLIAM ST,CAMBRIDGE,2139,423,PEARL ST,MALDEN,2148,"31 WILLIAM ST, CAMBRIDGE, 2139","423 PEARL ST, MALDEN, 2148","42.3637171,-71.1064974","42.4160626,-71.0782606"
2348,N,ADA,A,10:00 AM,0,0,N,69,JAMES ST,MALDEN,2148,152,S HUNTINGTON AVE,JAMAICA PLAIN,2130,"69 JAMES ST, MALDEN, 2148","152 S HUNTINGTON AVE, JAMAICA PLAIN, 2130","42.4173549,-71.06728890000001","42.32808180000001,-71.1107778"
2349,N,ADA,P,12:30 PM,0,0,N,157,S HUNTINGTON AVE,JAMAICA PLAIN,2130,74,JAMES ST,MALDEN,2148,"157 S HUNTINGTON AVE, JAMAICA PLAIN, 2130","74 JAMES ST, MALDEN, 2148","42.32702310000001,-71.1111545","42.4172545,-71.0672797"
2350,N,ADA,A,8:00 AM,0,0,N,16,VETERANS MEMORIAL DR,PEABODY,1960,147,Commonwealth Ave,DANVERS,1923,"16 VETERANS MEMORIAL DR, PEABODY, 1960","147 Commonwealth Ave, DANVERS, 1923","42.5038021,-70.9511788","42.5537748,-70.941481"
2351,N,ADA,P,9:15 AM,0,0,N,147,Commonwealth Ave,DANVERS,1923,37,Prince St,DANVERS,1923,"147 Commonwealth Ave, DANVERS, 1923","37 Prince St, DANVERS, 1923","42.5537748,-70.941481","42.5592615,-70.9623556"
2352,N,ADA,P,12:00 PM,0,0,N,31,Prince St,DANVERS,1923,10,VETERANS MEMORIAL DR,PEABODY,1960,"31 Prince St, DANVERS, 1923","10 VETERANS MEMORIAL DR, PEABODY, 1960","42.5598271,-70.96208349999999","42.5037065,-70.9494946"
2353,N,ADA,A,2:00 PM,0,0,N,223,RiVER ST,MATTAPAN,2126,832,HARRISON AVE,BOSTON,2118,"223 RiVER ST, MATTAPAN, 2126","832 HARRISON AVE, BOSTON, 2118","42.2715562,-71.0792943","42.3353826,-71.0745848"
2354,N,ADA,P,5:30 PM,0,0,N,847,HARRISON AVE,SOUTH END,2118,228,RiVER ST,MATTAPAN,2126,"847 HARRISON AVE, SOUTH END, 2118","228 RiVER ST, MATTAPAN, 2126","42.3347835,-71.0753335","42.2712024,-71.08059469999999"
2355,N,ADA,A,10:00 AM,0,0,N,68,NEWBERN AVE,MEDFORD,2155,326,Montvale Ave,WOBURN,1801,"68 NEWBERN AVE, MEDFORD, 2155","326 Montvale Ave, WOBURN, 1801","42.4001105,-71.1097839","42.4796658,-71.11845269999999"
2356,N,ADA,P,11:00 AM,0,0,N,326,Montvale Ave,WOBURN,1801,68,NEWBERN AVE,MEDFORD,2155,"326 Montvale Ave, WOBURN, 1801","68 NEWBERN AVE, MEDFORD, 2155","42.4796658,-71.11845269999999","42.4001105,-71.1097839"
2357,N,ADA,P,3:00 PM,0,0,N,1401,VFW PKWY,WEST ROXBURY,2132,181,Old Colony Ave,QUINCY,2170,"1401 VFW PKWY, WEST ROXBURY, 2132","181 Old Colony Ave, QUINCY, 2170","42.27200010000001,-71.1732261","42.258447,-71.01155729999999"
